Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:64652000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
64652000;2;01/11/1974;;1;1;99,269;9,476;19,714;1;21;1;1;1;;0;99,269;26,554;24,841;32,198;26,554;30,23;26,554;24,841;20,177;17,438;15,162;15,162;15,162;15,162;14,163;15,162;14,163;11,286;11,286;10,37;9,476;9,476;10,37;11,286;13,183;13,183;13,183;13,183;16,174;16,174;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64652000;2;01/12/1974;;1;1;70,701;9,476;22,661;24;11;1;1;1;;0;23,209;23,209;42,144;48,459;17,438;16,174;15,162;13,183;11,286;11,286;9,476;9,476;9,476;9,476;11,286;9,476;10,37;13,183;12,224;11,286;12,224;28,349;45,269;70,701;51,714;20,177;18,772;23,209;23,209;26,554;55,032;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/01/1975;;1;1;61,85;11,286;22,854;1;24;1;1;1;;0;61,85;61,85;51,714;43,698;24,841;20,177;20,177;20,177;17,438;15,162;17,438;20,177;24,841;28,349;24,841;20,177;17,438;15,162;18,772;18,772;21,655;16,174;13,183;11,286;11,286;12,224;17,438;21,655;14,163;13,183;13,183;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/02/1975;;1;1;146,031;11,286;51,394;4;13;1;1;1;;0;24,841;48,459;99,269;146,031;126,251;87,495;65,348;50,079;70,701;63,592;34,636;13,183;11,286;17,438;15,162;15,162;15,162;13,183;63,592;51,714;28,349;34,636;30,23;24,841;21,655;89,426;99,269;78,032;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
64652000;2;01/03/1975;;1;1;190,501;14,163;41,799;6;15;1;1;1;;0;30,23;39,088;48,459;79,898;141,561;190,501;115,644;91,37;56,714;43,698;33,189;30,23;28,349;20,177;14,163;23,209;23,209;21,655;17,438;15,162;30,23;39,088;18,772;20,177;26,554;16,174;15,162;15,162;15,162;20,177;15,162;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/04/1975;;1;1;130,571;6,144;17,342;17;29;1;1;1;;0;15,162;16,174;13,183;11,286;11,286;11,286;9,476;9,476;9,476;9,476;9,476;9,476;9,476;8,605;9,476;11,286;130,571;115,644;9,476;7,759;6,938;6,938;7,759;7,759;7,759;7,759;7,759;7,759;6,144;16,174;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64652000;2;01/05/1975;;1;1;20,177;6,144;9,943;1;13;1;1;1;;0;20,177;17,438;15,162;15,162;13,183;11,286;11,286;10,37;9,476;7,759;7,759;6,938;6,144;6,144;6,144;6,144;11,286;16,174;13,183;13,183;13,183;11,286;8,605;7,759;6,144;6,144;6,144;6,144;6,144;6,144;6,144;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/06/1975;;1;1;93,326;6,144;20,7;3;1;1;1;1;;0;6,144;23,209;93,326;56,714;48,459;51,714;48,459;42,144;26,554;23,209;18,772;16,174;13,183;13,183;11,286;11,286;9,476;8,605;7,759;7,759;7,759;7,759;9,476;9,476;9,476;8,605;7,759;7,759;7,759;7,759;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64652000;2;01/07/1975;;1;1;130,571;6,144;24,701;17;12;1;1;1;;0;7,759;6,938;11,286;10,37;10,37;9,476;9,476;9,476;7,759;7,759;7,759;6,144;6,144;6,144;7,759;9,476;130,571;115,644;91,37;85,576;36,102;26,554;24,841;21,655;20,177;15,162;13,183;13,183;13,183;12,224;12,224;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/08/1975;;1;1;168,994;9,476;33,473;10;5;1;1;1;;0;12,224;12,224;12,224;12,224;9,476;10,37;42,144;139,342;166,653;168,994;78,032;60,123;43,698;32,198;26,554;23,209;21,655;16,174;15,162;15,162;13,183;13,183;12,224;11,286;11,286;11,286;9,476;9,476;9,476;9,476;9,476;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/09/1975;;1;1;28,349;6,144;9,293;30;18;1;1;1;;0;9,476;9,476;9,476;7,759;7,759;7,759;7,759;7,759;7,759;7,759;7,759;7,759;7,759;7,759;7,759;7,759;7,759;6,144;6,144;6,144;6,144;7,759;10,37;11,286;9,476;10,37;13,183;13,183;13,183;28,349;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64652000;2;01/10/1975;;1;1;493,751;12,224;87,555;5;31;1;1;1;;0;146,031;79,898;76,179;267,478;493,751;281,047;176,077;180,847;178,457;99,269;76,179;78,032;101,275;63,592;45,269;36,102;36,102;48,459;36,102;32,198;24,841;23,209;17,438;15,162;15,162;15,162;15,162;15,162;15,162;13,183;12,224;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/11/1975;;1;1;251,464;23,209;63,262;30;1;1;1;1;;0;23,209;45,269;36,102;36,102;32,198;45,269;61,85;43,698;72,513;195,384;132,748;91,37;61,85;42,144;30,23;32,198;56,714;56,714;51,714;40,607;33,189;32,198;39,088;40,607;55,032;65,348;61,85;43,698;87,495;251,464;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64652000;2;01/12/1975;;1;1;314,422;39,088;108,785;9;18;1;1;1;;0;256,769;217,811;157,387;115,644;99,269;222,893;178,457;178,457;314,422;197,839;115,644;99,269;95,295;109,415;78,032;55,032;45,269;39,088;48,459;76,179;55,032;48,459;68,902;87,495;87,495;55,032;45,269;42,144;45,269;56,714;79,898;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/01/1976;;1;1;308,782;33,189;80,287;12;25;1;1;1;;0;51,714;45,269;40,607;40,607;43,698;50,079;72,513;91,37;83,67;132,748;146,031;308,782;148,282;143,791;105,321;103,292;111,48;83,67;70,701;56,714;72,513;60,123;43,698;37,586;33,189;33,189;42,144;87,495;51,714;48,459;48,459;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/02/1976;;1;1;292,047;23,209;70,316;3;16;1;1;1;;0;81,778;215,283;292,047;103,292;99,269;111,48;103,292;74,339;58,411;45,269;39,088;34,636;30,23;30,23;26,554;23,209;28,349;33,189;39,088;39,088;126,251;109,415;72,513;51,714;42,144;34,636;33,189;34,636;26,554;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
64652000;2;01/03/1976;;1;1;83,67;11,286;37,728;22;31;1;1;1;;0;39,088;33,189;28,349;45,269;36,102;34,636;33,189;37,586;30,23;26,554;39,088;32,198;39,088;72,513;46,856;30,23;24,841;36,102;39,088;76,179;61,85;83,67;55,032;42,144;30,23;20,177;28,349;24,841;17,438;14,163;11,286;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/04/1976;;1;1;63,592;7,759;22,524;11;27;1;1;1;;0;15,162;13,183;14,163;17,438;17,438;17,438;17,438;12,224;20,177;39,088;63,592;53,365;45,269;36,102;42,144;17,438;14,163;16,174;15,162;26,554;23,209;26,554;42,144;13,183;9,476;9,476;7,759;9,476;10,37;10,37;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64652000;2;01/05/1976;;1;1;286,531;7,759;34,385;29;2;1;1;1;;0;10,37;7,759;10,37;10,37;8,605;9,476;8,605;9,476;20,177;13,183;26,554;13,183;10,37;10,37;8,605;9,476;15,162;20,177;17,438;9,476;15,162;15,162;18,772;14,163;13,183;11,286;56,714;159,688;286,531;132,748;93,326;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/06/1976;;1;1;303,172;14,163;62,234;6;20;1;1;1;;0;61,85;58,411;39,088;37,586;76,179;303,172;178,457;155,095;91,37;68,902;107,363;91,37;111,48;81,778;50,079;45,269;48,459;26,554;20,177;14,163;15,162;14,163;14,163;17,438;15,162;20,177;20,177;30,23;17,438;36,102;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64652000;2;01/07/1976;;1;1;97,276;6,938;26,148;28;17;1;1;1;;0;15,162;15,162;18,772;21,655;21,655;30,23;45,269;50,079;33,189;21,655;34,636;37,586;34,636;17,438;21,655;23,209;6,938;7,759;10,37;20,177;20,177;13,183;13,183;12,224;11,286;8,605;8,605;97,276;78,032;37,586;23,209;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/08/1976;;1;1;243,57;15,162;74,177;13;4;1;1;1;;0;17,438;18,772;17,438;15,162;15,162;51,714;61,85;56,714;93,326;119,853;180,847;188,073;243,57;139,342;85,576;63,592;53,365;45,269;148,282;195,384;119,853;78,032;55,032;45,269;39,088;33,189;26,554;26,554;24,841;20,177;20,177;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/09/1976;;1;1;152,814;16,174;43,479;14;3;1;1;1;;0;20,177;17,438;16,174;17,438;23,209;30,23;46,856;87,495;111,48;70,701;51,714;43,698;61,85;152,814;87,495;68,902;58,411;46,856;39,088;34,636;32,198;26,554;23,209;20,177;20,177;20,177;20,177;20,177;17,438;17,438;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64652000;2;01/10/1976;;1;1;124,107;11,286;26,438;19;15;1;1;1;;0;17,438;15,162;15,162;14,163;30,23;30,23;24,841;20,177;18,772;18,772;17,438;15,162;13,183;12,224;11,286;12,224;16,174;56,714;124,107;72,513;48,459;34,636;28,349;21,655;20,177;23,209;20,177;17,438;15,162;14,163;20,177;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/11/1976;;1;1;387,44;13,183;53,263;6;24;1;1;1;;0;48,459;39,088;36,102;51,714;157,387;387,44;303,172;97,276;56,714;42,144;36,102;30,23;26,554;24,841;23,209;20,177;20,177;17,438;15,162;17,438;20,177;17,438;16,174;13,183;13,183;13,183;14,163;13,183;13,183;13,183;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64652000;2;01/12/1976;;1;1;148,282;17,438;46,555;27;7;1;1;1;;0;28,349;46,856;51,714;42,144;28,349;21,655;17,438;70,701;93,326;107,363;55,032;37,586;30,23;23,209;20,177;39,088;53,365;58,411;39,088;26,554;30,23;39,088;26,554;30,23;32,198;51,714;148,282;79,898;51,714;36,102;26,554;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/01/1977;;1;1;638,721;18,772;112,249;19;2;1;1;1;;0;20,177;18,772;20,177;30,23;137,133;259,434;195,384;91,37;70,701;74,339;68,902;58,411;48,459;45,269;48,459;76,179;134,935;238,349;638,721;519,864;180,847;97,276;68,902;61,85;48,459;42,144;39,088;36,102;37,586;36,102;36,102;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/02/1977;;1;1;202,778;17,438;47,914;9;26;1;1;1;;0;36,102;39,088;61,85;76,179;81,778;83,67;83,67;72,513;202,778;107,363;68,902;50,079;40,607;34,636;30,23;30,23;26,554;23,209;20,177;20,177;20,177;18,772;20,177;20,177;20,177;17,438;17,438;17,438;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
64652000;2;01/03/1977;;1;1;60,123;10,37;23,58;24;15;1;1;1;;0;16,174;15,162;17,438;18,772;23,209;18,772;36,102;46,856;30,23;20,177;17,438;15,162;13,183;13,183;10,37;12,224;13,183;13,183;13,183;12,224;15,162;26,554;26,554;60,123;36,102;23,209;17,438;15,162;50,079;45,269;39,088;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/04/1977;;1;1;128,406;13,183;40,168;10;8;1;1;1;;0;58,411;48,459;33,189;20,177;20,177;16,174;15,162;13,183;93,326;128,406;103,292;58,411;45,269;33,189;28,349;21,655;18,772;21,655;17,438;36,102;115,644;63,592;42,144;39,088;34,636;20,177;17,438;15,162;13,183;13,183;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64652000;2;01/05/1977;;1;1;17,438;6,938;9,676;3;29;1;1;1;;0;13,183;14,163;17,438;14,163;13,183;11,286;11,286;10,37;10,37;10,37;10,37;9,476;9,476;9,476;8,605;7,759;7,759;7,759;7,759;7,759;7,759;7,759;7,759;7,759;7,759;7,759;7,759;7,759;6,938;9,476;9,476;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/06/1977;;1;1;185,655;6,938;39,305;22;11;1;1;1;;0;9,476;7,759;9,476;13,183;11,286;9,476;8,605;7,759;7,759;7,759;6,938;6,938;6,938;6,938;9,476;20,177;23,209;34,636;23,209;36,102;61,85;185,655;146,031;91,37;128,406;111,48;74,339;48,459;36,102;28,349;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64652000;2;01/07/1977;;1;1;168,994;9,476;23,892;25;15;1;1;1;;0;23,209;20,177;15,162;15,162;15,162;14,163;13,183;12,224;11,286;11,286;10,37;10,37;10,37;10,37;9,476;11,286;11,286;11,286;10,37;9,476;9,476;11,286;13,183;36,102;168,994;95,295;53,365;36,102;24,841;20,177;16,174;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/08/1977;;1;1;15,162;6,144;9,896;1;29;1;1;1;;0;15,162;15,162;14,163;13,183;13,183;11,286;11,286;10,37;9,476;9,476;8,605;8,605;8,605;9,476;10,37;11,286;11,286;10,37;9,476;8,605;7,759;7,759;7,759;7,759;7,759;7,759;6,938;6,938;6,144;9,476;11,286;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/09/1977;;1;1;42,144;6,144;15,024;19;6;1;1;1;;0;11,286;11,286;9,476;7,759;7,759;6,144;6,144;6,144;6,938;7,759;11,286;9,476;7,759;6,938;6,144;6,144;9,476;17,438;42,144;40,607;34,636;28,349;21,655;16,174;14,163;23,209;21,655;20,177;17,438;15,162;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64652000;2;01/10/1977;;1;1;74,339;7,759;22,874;3;30;1;1;1;;0;11,286;58,411;74,339;48,459;26,554;17,438;15,162;12,224;11,286;9,476;9,476;8,605;13,183;11,286;10,37;9,476;39,088;68,902;61,85;42,144;30,23;20,177;15,162;15,162;13,183;11,286;11,286;9,476;8,605;7,759;7,759;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/11/1977;;1;1;61,85;9,476;25,505;30;19;1;1;1;;0;17,438;37,586;26,554;14,163;13,183;14,163;23,209;20,177;18,772;17,438;17,438;46,856;45,269;37,586;17,438;15,162;13,183;11,286;9,476;9,476;9,476;9,476;33,189;39,088;43,698;36,102;24,841;26,554;55,032;61,85;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64652000;2;01/12/1977;;1;1;254,112;10,37;73,039;9;30;1;1;1;;0;51,714;42,144;33,189;178,457;126,251;152,814;225,447;240,955;254,112;228,01;205,261;105,321;65,348;48,459;36,102;30,23;26,554;23,209;20,177;17,438;18,772;18,772;17,438;15,162;13,183;13,183;13,183;11,286;11,286;10,37;10,37;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/01/1978;;1;1;14,163;7,759;9,895;20;14;1;1;1;;0;10,37;10,37;9,476;9,476;8,605;8,605;10,37;9,476;9,476;10,37;9,476;8,605;9,476;7,759;7,759;7,759;7,759;9,476;11,286;14,163;13,183;13,183;14,163;13,183;10,37;9,476;8,605;9,476;9,476;7,759;7,759;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/02/1978;;1;1;9,476;3,865;5,427;9;20;1;1;1;;0;6,938;6,144;6,144;5,279;5,279;6,144;6,144;6,938;9,476;6,938;6,144;5,279;5,279;5,279;4,913;4,913;4,556;4,206;4,206;3,865;4,556;5,279;4,913;4,913;4,913;4,913;4,206;4,206;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
64652000;2;01/03/1978;;1;1;101,275;3,865;14,654;12;1;1;1;1;;0;3,865;4,206;4,206;4,206;3,865;3,865;6,144;9,476;6,144;6,144;42,144;101,275;81,778;43,698;26,554;17,438;11,286;9,476;7,759;6,144;4,913;4,913;4,913;5,279;4,913;4,206;4,206;4,913;6,144;4,913;5,279;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/04/1978;;1;1;5,279;3,207;3,853;1;28;1;1;1;;0;5,279;4,913;4,556;4,913;4,913;4,556;4,206;4,206;3,865;3,865;3,865;3,532;3,532;3,532;3,532;3,532;3,532;3,532;3,532;3,532;3,532;3,532;3,532;3,532;3,532;3,532;3,532;3,207;3,207;3,532;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
64652000;2;01/05/1978;;1;1;61,85;2,892;8,919;21;12;1;1;1;;0;3,207;3,207;3,207;3,207;3,207;3,532;3,207;3,207;3,207;3,207;3,207;2,892;2,892;3,207;3,207;7,759;11,286;12,224;11,286;30,23;61,85;26,554;13,183;11,286;9,476;7,759;6,144;4,913;4,913;4,913;4,913;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
64652000;2;01/06/1978;;1;1;15,162;3,865;5,922;9;6;1;1;1;;0;4,556;4,206;4,206;4,206;4,206;3,865;3,865;9,476;15,162;12,224;7,759;6,938;7,759;7,759;6,144;6,144;5,279;5,279;4,913;4,913;4,913;4,913;4,913;5,279;5,279;4,913;4,913;4,556;4,556;4,556;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
